true_label,risk_score,classification,severity,ae_flagged,km_flagged
DDOS-SYN_FLOOD,0.4713,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5321,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.1627,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.3494,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5511,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.1319,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3519,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.4935,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.508,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5606,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5435,ROGUE,HIGH,True,False
DNS_SPOOFING,0.3002,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0189,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.4888,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.3523,SUSPECT,MEDIUM,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3465,SUSPECT,MEDIUM,True,False
MITM-ARPSPOOFING,0.0701,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5087,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.1095,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3023,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4906,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.3796,SUSPECT,MEDIUM,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.2799,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
BENIGN,0.1232,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.1879,KNOWN,LOW,False,False
RECON-OSSCAN,0.2504,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5254,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.3779,SUSPECT,MEDIUM,True,False
DOS-TCP_FLOOD,0.4294,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.5003,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.5,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.467,ROGUE,HIGH,True,False
RECON-HOSTDISCOVERY,0.3121,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.0712,KNOWN,LOW,False,False
DDOS-ICMP_FRAGMENTATION,0.6001,ROGUE,HIGH,True,True
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.451,ROGUE,HIGH,True,False
RECON-HOSTDISCOVERY,0.3576,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.4468,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.1135,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4687,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5546,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.4779,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5469,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.3277,SUSPECT,MEDIUM,True,False
DOS-TCP_FLOOD,0.3836,SUSPECT,MEDIUM,True,False
DOS-TCP_FLOOD,0.4613,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.1194,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.4218,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-HTTP_FLOOD,0.3101,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.3011,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4763,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4835,ROGUE,HIGH,True,False
RECON-HOSTDISCOVERY,0.1063,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.4543,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5195,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.3784,SUSPECT,MEDIUM,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-HTTP_FLOOD,0.4317,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-PORTSCAN,0.4971,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DICTIONARYBRUTEFORCE,0.0351,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.4769,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.4833,ROGUE,HIGH,False,True
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4911,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4184,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.859,ROGUE,CRITICAL,True,True
BENIGN,0.0732,KNOWN,LOW,False,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5599,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4382,SUSPECT,MEDIUM,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4437,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.3536,SUSPECT,MEDIUM,True,False
BENIGN,0.7188,ROGUE,CRITICAL,True,True
DDOS-UDP_FLOOD,0.483,ROGUE,HIGH,True,False
DOS-HTTP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5069,ROGUE,HIGH,True,False
DNS_SPOOFING,0.0403,KNOWN,LOW,False,False
RECON-OSSCAN,0.1403,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.4874,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.0483,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.4745,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4933,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4244,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.3479,SUSPECT,MEDIUM,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4766,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4369,SUSPECT,MEDIUM,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-PORTSCAN,0.5051,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5456,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5606,ROGUE,HIGH,True,False
RECON-OSSCAN,0.3961,SUSPECT,MEDIUM,True,False
DNS_SPOOFING,0.2592,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4517,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4517,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.3167,SUSPECT,MEDIUM,True,False
RECON-HOSTDISCOVERY,0.0467,KNOWN,LOW,False,False
BENIGN,0.1267,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5543,ROGUE,HIGH,True,False
DNS_SPOOFING,0.0011,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.0698,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.0824,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3872,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4437,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.522,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.4846,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4773,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.434,SUSPECT,MEDIUM,True,False
MITM-ARPSPOOFING,0.0023,KNOWN,LOW,False,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4734,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.4692,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5481,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4706,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4832,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.7586,ROGUE,CRITICAL,True,True
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.2185,KNOWN,LOW,False,False
BENIGN,0.0719,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.4958,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.3002,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3677,SUSPECT,MEDIUM,True,False
RECON-HOSTDISCOVERY,0.1662,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3807,SUSPECT,MEDIUM,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4404,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.2003,KNOWN,LOW,False,False
VULNERABILITYSCAN,0.1045,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.544,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0095,KNOWN,LOW,False,False
BENIGN,0.1667,KNOWN,LOW,False,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.1754,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4802,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5328,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.0499,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5585,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-HTTP_FLOOD,0.4624,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.3372,SUSPECT,MEDIUM,True,False
RECON-OSSCAN,0.0946,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.509,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.2613,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4377,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.3013,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4743,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4732,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5563,ROGUE,HIGH,True,False
BENIGN,0.2735,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5084,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.4635,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.1407,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.1477,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4359,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.4787,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.1504,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4177,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.555,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.4529,ROGUE,HIGH,False,True
BENIGN,0.1612,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3006,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4706,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4729,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4382,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0656,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5451,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.1616,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.5395,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.1406,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4994,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4734,ROGUE,HIGH,True,False
BENIGN,0.031,KNOWN,LOW,False,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.0377,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.5146,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4476,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
BENIGN,0.0647,KNOWN,LOW,False,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4919,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0776,KNOWN,LOW,False,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5399,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5516,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4703,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.0845,KNOWN,LOW,False,False
DDOS-UDP_FLOOD,0.4784,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.3214,SUSPECT,MEDIUM,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5196,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4534,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5606,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5183,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.1084,KNOWN,LOW,False,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5267,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3903,SUSPECT,MEDIUM,True,False
DOS-TCP_FLOOD,0.4345,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.4789,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4725,ROGUE,HIGH,True,False
RECON-OSSCAN,0.1246,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3291,SUSPECT,MEDIUM,True,False
RECON-OSSCAN,0.1956,KNOWN,LOW,False,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3278,SUSPECT,MEDIUM,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5563,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4832,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.3415,SUSPECT,MEDIUM,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5323,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.2257,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.5571,ROGUE,HIGH,True,False
BENIGN,0.0645,KNOWN,LOW,False,False
BENIGN,0.3898,SUSPECT,MEDIUM,False,True
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.3083,KNOWN,LOW,True,False
DNS_SPOOFING,0.1473,KNOWN,LOW,False,False
RECON-OSSCAN,0.2382,KNOWN,LOW,False,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3859,SUSPECT,MEDIUM,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4485,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.3922,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.463,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.4656,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4342,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0424,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.3204,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.3821,SUSPECT,MEDIUM,True,False
MITM-ARPSPOOFING,0.2623,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.5464,ROGUE,HIGH,True,False
RECON-HOSTDISCOVERY,0.3325,SUSPECT,MEDIUM,True,False
MITM-ARPSPOOFING,0.1647,KNOWN,LOW,False,False
RECON-OSSCAN,0.1803,KNOWN,LOW,False,False
DDOS-SLOWLORIS,0.3387,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4846,ROGUE,HIGH,True,False
BENIGN,0.0531,KNOWN,LOW,False,False
RECON-HOSTDISCOVERY,0.3884,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.2181,KNOWN,LOW,False,False
DNS_SPOOFING,0.17,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4042,SUSPECT,MEDIUM,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5595,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4609,ROGUE,HIGH,True,False
BENIGN,0.1745,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.0645,KNOWN,LOW,False,False
BENIGN,0.0659,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4921,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4517,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.3331,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4407,SUSPECT,MEDIUM,True,False
DOS-SYN_FLOOD,0.5454,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4972,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4698,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4273,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5451,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
RECON-PORTSCAN,0.2374,KNOWN,LOW,False,False
BENIGN,0.3042,KNOWN,LOW,False,False
BENIGN,0.0234,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3781,SUSPECT,MEDIUM,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.3212,SUSPECT,MEDIUM,False,True
VULNERABILITYSCAN,0.1257,KNOWN,LOW,False,False
DDOS-TCP_FLOOD,0.4979,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.3135,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.4846,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
